Name,Researcher,Verified By,Twitter,Facebook,YouTube,SPLC,Notes
Thomas Robb Ministries,,,,,,,
Campaign for Radical Truth in History,,,,,,,
Scriptures for America Ministries,,,,,,,
Nationalist Movement,,,,,,,
White Camelia Knights of the Ku Klux Klan,,,,,,,
White Aryan Resistance,,,,,,,
Mission to Israel,,,,,,,
Northern Hammerskins,,,,,,,
National Socialist German Workers Party,,,,,,,
New Order,,,,,,,
Kingdom Christian Identity Ministries,,,,,,,
Sacto Skins,,,,,,,
Confederate Hammerskins,,,,,,,
Resistance Records,,,,,,,
MSR Productions,,,,,,,
American Renaissance/New Century Foundation,,,,,,,
Faith Baptist Church and Ministry,,,,,,,
American Immigration Control Foundation/Americans for Immigration Control,,,,,,,
American Nationalist Union,,,,,,,
Truth At Last,,,,,,,
Imperial Klans of America Knights of the Ku Klux Klan,,,,,,,
Artisan Publishers,,,,,,,
Fellowship of God's Covenant People,,,,,,,
Virginia Publishing Company,,,,,,,
Rebel Brigade Knights of the True Invisible Empire,,,,,,,
"Conservative Citizens Foundation, Inc.",,,,,,,
Power of Prophecy,,,,,,,
American Nazi Party,,,,,,,
Social Contract Press,,,,,,,
Weisman Publications,,,,,,,
Kinsman Redeemer Ministries,,,,,,,
Keystone State Racist Skinheads,,,,,,,
American Free Press,,,,,,,
Midland Hammerskins,,,,,,,
Church of the Sons of YHVH,,,,,,,
"Barnes Review/Foundation for Economic Liberty, Inc.",,,,,,,
Occidental Quarterly/Charles Martel Society,,,,,,,
Micetrap Distribution,,,,,,,
National Coalition for Immigration Reform (formerly CCIR),,,,,,,
Christian Defense League,,,,,,,
Heritage and Destiny,,,,,,,
White Trash Rebel,,,,,,,
VDARE Foundation,,,,,,,
"International Conspiratological Association, The",,,,,,,
AC Skins,,,,,,,
Yahweh's Truth,,,,,,,
Vinlanders Indiana,,,,,,,
Maryland State Racist Skinheads,,,,,,,
"Hated, The ",,,,,,,
Fundamentalist Latter Day Saints,,,,,,,
Chalcedon Foundation,,,,,,,
Northwest Hammerskins,,,,,,,
American Vision,,,,,,,
Family Research Institute,,,,,,,
ISD Records,,,,,,,
Mississippi White Knights of the Ku Klux Klan,,,,,,,
American Border Patrol,,,,,,,
National Policy Institute,,,,,,,
Noontide Press,,,,,,,
American Front,,,,,,,
Alliance for Catholic Tradition,,,,,,,
Vinlanders Arizona,,,,,,,
ProEnglish,,,,,,,
Californians for Population Stabilization,,,,,,,
Golden State Racist Skinheads,,,,,,,
Israelite School of Universal Practical Knowledge,,,,,,,
Robert Sungenis,,,,,,,
Catholic Counterpoint,,,,,,,
"Catholic Family News/Catholic Family Ministries, Inc.",,,,,,,
Culture Wars/Fidelity Press,,,,,,,
"Fatima Crusader, The/International Fatima Rosary Crusade",,,,,,,
IHS Press,,,,,,,
OMNI Christian Book Club,,,,,,,
"Remnant, The/The Remnant Press",,,,,,,
Slaves of the Immaculate Heart of Mary,,,,,,,
St. Michael's Parish/Mount St. Michael,,,,,,,
Tradition in Action,,,,,,,
Vinlanders Florida,,,,,,,
Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI),,,,,,,
WTM Enterprises,,,,,,,
Castle Hill Publishers,,,,,,,
California Racist Skinheads,,,,,,,
National Socialist Freedom Movement,,,,,,,
National Prayer Network,,,,,,,
"Fitzgerald Griffin Foundation, The",,,,,,,
NS Publications,,,,,,,
Washington Summit Publishers,,,,,,,
Racial Nationalist Party of America,,,,,,,
United White Knights of the Ku Klux Klan,,,,,,,
Vinlanders New Jersey,,,,,,,
Tony Alamo Christian Ministries,,,,,,,
In the Spirit of Chartres Committee,,,,,,,
Mass Resistance,,,,,,,
Chick Publications,,,,,,,
Abiding Truth Ministries,,,,,,,
"Political Cesspool, The",,,,,,,
Supreme White Alliance,,,,,,,
"Israelite Church of God in Jesus Christ, The",,,,,,,
Israelite Church of God in Jesus Christ,,,,,,,
Pacifica Forum,,,,,,,
Illinois Family Institute,,,,,,,
Heterosexuals Organized for a Moral Environment (H.O.M.E.),,,,,,,
Concerned Citizens and Friends of Illegal Immigration Law Enforcement,,,,,,,
Tightrope,,,,,,,
Traditionalist American Knights of the Ku Klux Klan,,,,,,,
United Northern and Southern Knights of the Ku Klux Klan,,,,,,,
Ozark Craft LC,,,,,,,
White Pride Home School Resource Center,,,,,,,
"Creativity Movement, The",,,,,,,
Heritage Connection,,,,,,,
Northwest Front,,,,,,,
All Eyes on Egypt Bookstore,,,,,,,
Crew 38,,,,,,,
Americans for Legal Immigration (ALIPAC),,,,,,,
Patriotic Flags,,,,,,,
Faithful Word Baptist Church,,,,,,,
Aryan Nations (Louisiana),,,,,,,
IHM Media,,,,,,,
Free American,,,,,,,
Covenant People's Ministry,,,,,,,
Old Glory Racist Skinheads,,,,,,,
Vinlanders Minnesota,,,,,,,
Watchmen Bible Study Group,,,,,,,
Cultural Studies Press,,,,,,,
Inconvenient History,,,,,,,
Council for Social and Economic Studies,,,,,,,
Scott-Townsend Publishers,,,,,,,
Dixie Republic,,,,,,,
Sons of Aesir Motorcycle Club,,,,,,,
Mary Noel Kershaw Foundation,,,,,,,
a2z Publications,,,,,,,
Holy Nation of Odin,,,,,,,
Original Knight Riders Knights of the Ku Klux Klan,,,,,,,
Kingdom Treasure Ministries,,,,,,,
Institute for Historical Review Store,,,,,,,
Occidental Dissent,,,,,,,
Invictus Books,,,,,,,
Americans for Truth About Homosexuality,,,,,,,
Poker Face,,,,,,,
Bill Keller Ministries,,,,,,,
Stop the Islamization of America (SIOA),,,,,,,
US Border Guard,,,,,,,
Jewish Task Force,,,,,,,
Western Hammerskins,,,,,,,
Blood and Honour U.S.A.,,,,,,,
Non-Universal Teaching Ministries,,,,,,,
Gallows Tree Wotansvolk Alliance,,,,,,,
Aryan Terror Brigade,,,,,,,
Casa D'Ice Signs,,,,,,,
"Creativity Alliance, The",,,,,,,
Free Edgar Steele,,,,,,,
Most Holy Family Monastery,,,,,,,
Ku Klos Knights of the Ku Klux Klan,,,,,,,
Aryan Nations Knights of the Ku Klux Klan,,,,,,,
International Keystone Knights of the Ku Klux Klan,,,,,,,
All Eyes On Egipt Bookstore,,,,,,,
Society for the Practical Establishment and Perpetuation of the Ten Commandments,,,,,,,
islam: the Religion of Peace (and a big stack of dead bodies),,,,,,,
Tom Brown Ministries,,,,,,,
Public Advocate of the United States,,,,,,,
Counter-Currents Publishing,,,,,,,
Faith Baptist Church (formerly Sons of Thundr),,,,,,,
Political Islam,,,,,,,
Geauga Constitutional Council,,,,,,,
Tea Party Nation,,,,,,,
Mission: America,,,,,,,
Sons of Liberty Media (formerly You Can Run But You Cannot Hide),,,,,,,
Tennessee Freedom Coalition,,,,,,,
Atlas Shrugs,,,,,,,
"United West, The",,,,,,,
Official Street Preachers,,,,,,,
Aggressive Christianity,,,,,,,
Christ or Chaos,,,,,,,
Irving Books,,,,,,,
Masjid al Islam,,,,,,,
As-Sabiqun,,,,,,,
Pace Confederate Depot,,,,,,,
Confederate Patriot Voters United,,,,,,,
Jamaat al-Muslimeen,,,,,,,
Alternative Right,,,,,,,
Reformation-Bible Puritan-Baptist Church,,,,,,,
Eastern Hammerskins,,,,,,,
Third Reich Books,,,,,,,
South Africa Project,,,,,,,
H.L. Mencken Club,,,,,,,
Pioneer Little Europe Kalispell Montana,,,,,,,
Faith Freedom,,,,,,,
"American Defence League, The",,,,,,,
Radio Jihad,,,,,,,
Religious Awareness Network,,,,,,,
Jihad Watch,,,,,,,
Save California,,,,,,,
Sultan Knish a blog by Daniel Greenfield,,,,,,,
Windsor Hills Baptist Church,,,,,,,
True Light Pentecost Church,,,,,,,
Citizen Warrior,,,,,,,
Christian Action Network,,,,,,,
Bare Naked Islam,,,,,,,
"Dakota Voice, The",,,,,,,
Silver Bullet Gun Oil,,,,,,,
United Families International,,,,,,,
Jewish Political Action Committee,,,,,,,
Insight USA,,,,,,,
Lordship Church,,,,,,,
Christian Guardians,,,,,,,
Christian Anti-Defamation Commission,,,,,,,
Loyal White Knights of the Ku Klux Klan,,,,,,,
Advanced White Society,,,,,,,
Islam: Making a True Difference in the World -- One Body at a Time,,,,,,,
Catholic Action Resource Center,,,,,,,
European-American Evangelistic Crusades,,,,,,,
Citizens for National Security,,,,,,,
Prophet of Doom,,,,,,,
Golden Dawn,,,,,,,
Samanta Roy Institute of Science and Technology,,,,,,,
War On The Horizon,,,,,,,
European American Action Coalition,,,,,,,
New Yorkers for Immigration Control and Enforcement (NYICE),,,,,,,
Faith and Heritage,,,,,,,
Islamthreat.com,,,,,,,
Pilgrims Covenant Church,,,,,,,
Family Watch International,,,,,,,
TC Family (Traverse City Family),,,,,,,
"White Voice, The",,,,,,,
Providence Road Baptist Church,,,,,,,
"Pray in Jesus Name Project, The",,,,,,,
United Klans of America,,,,,,,
American College of Pediatricians,,,,,,,
D. James Kennedy Ministries (formerly Truth in Action),,,,,,,
American Freedom Defense Initiative,,,,,,,
Our Place Fellowship,,,,,,,
Florida Family Association,,,,,,,
Label 56,,,,,,,
Confederate White Knights of the Ku Klux Klan,,,,,,,
Traditionalist Youth Network,,,,,,,
Soldiers of the Cross Training Institute,,,,,,,
East Coast Knights Of The True Invisible Empire,,,,,,,
"Brother Nathanael Foundation, The",,,,,,,
World View Foundations,,,,,,,
Committee for Open Debate on the Holocaust,,,,,,,
Malevolent Freedom,,,,,,,
Counter Jihadist Coalition of Southern California,,,,,,,
White Rabbit Radio,,,,,,,
Bob's Underground Graduate Seminar/BUGS,,,,,,,
Sharkhunters International,,,,,,,
American Nationalist Association,,,,,,,
Southern National Congress,,,,,,,
Generations With Vision,,,,,,,
Black Riders Liberation Party,,,,,,,
Christ the King Church,,,,,,,
Center for Family and Human Rights (C-FAM),,,,,,,
Sadistic Souls Motorcycle Club,,,,,,,
Vinlanders Texas,,,,,,,
Knights Party Veterans League,,,,,,,
"World Congress of Families/Howard Center for Family, Religion, and Society",,,,,,,
Ruth Institute,,,,,,,
Pacific Justice Institute,,,,,,,
carolynyeager.net,,,,,,,
Aryan Strikeforce,,,,,,,
National Alliance Reform and Restoration Group,,,,,,,
Trinity White Knights of the Ku Klux Klan,,,,,,,
"Traditional Rebel Knights of the Ku Klux Klan, The",,,,,,,
Traditionalist Youth Network at Arizona,,,,,,,
"Daily Stormer, The",,,,,,,
ATLAH World Missionary Church (All The Land Anointed Holy),,,,,,,
Probe Ministries,,,,,,,
Pass the Salt Ministries,,,,,,,
United Dixie White Knights Ku Klux Klan,,,,,,,
True Invisible Empire Knights,,,,,,,
Stedfast Baptist Church,,,,,,,
"Creativity Movement, The ",,,,,,,
Sadistic Souls Racist Skinheads,,,,,,,
Radix Journal,,,,,,,
Stahlhelm Records,,,,,,,
White Advocacy Movement,,,,,,,
National Youth Front,,,,,,,
American Viking Clothing Co.,,,,,,,
Whitakeronline,,,,,,,
KKKRadio,,,,,,,
NSM88 Records,,,,,,,
Southern Nationalist Network,,,,,,,
European American Front,,,,,,,
All Eyes On Egipt Bookstore Brooklyn NY,,,,,,,
Divine International Church of the Web,,,,,,,
Americans Have Had Enough,,,,,,,
Christian Revival Center,,,,,,,
National Association for the Advancement of America,,,,,,,
Southern Patriot Shoppe,,,,,,,
Traditional Confederate Knights,,,,,,,
"Eastern White Knights of the KKK, The",,,,,,,
Western White Knights of the Ku Klux Klan,,,,,,,
United Dixie White Knights,,,,,,,
Bosch Fawstin,,,,,,,
Militant Knights Ku Klux Klan,,,,,,,
Karolina Knights of the Ku Klux Klan,,,,,,,
Texas Rebel Knights of the Ku Klux Klan,,,,,,,
Texas Knights of the Ku Klux Klan,,,,,,,
Oklahoma Knights of the Ku Klux Klan,,,,,,,
Black Hebrew Israelites,,,,,,,
Israelite School of Universal and Practical Knowledge,,,,,,,
Right Wing Resistance,,,,,,,
Renegade Broadcasting,,,,,,,
Israel United In Christ,,,,,,,
Vinlanders California,,,,,,,
Vinlanders North Carolina,,,,,,,
What Would Mohammad Do?,,,,,,,
Stop the Islamization of the World,,,,,,,
"Straight Way and More, The",,,,,,,
New Nation Productions,,,,,,,
Conservative Republicans of Texas,,,,,,,
Faith2Action,,,,,,,
Friendship Assembly of God Church,,,,,,,
Citizens for Community Values,,,,,,,
"Campus Ministry USA, The",,,,,,,
Repent Amarillo,,,,,,,
Active Democracy,,,,,,,
Florida United,,,,,,,
Traditionalist Worker Party,,,,,,,
Christian Identity Vanguard,,,,,,,
American Eagle Party,,,,,,,
South Knox Ten Milers,,,,,,,
Wolves of Vinland,,,,,,,
"White Church, The",,,,,,,
Eastern White Knights of the Ku Klux Klan,,,,,,,
Warlord Skins,,,,,,,
Camp LoneStar,,,,,,,
Rense Radio Network,,,,,,,
Aryan Nations Worldwide,,,,,,,
"Shoebat Foundation, The",,,,,,,
Bureau on American Islamic Relations,,,,,,,
ACT for America,,,,,,,
David Horowitz Freedom Center,,,,,,,
"Hated, The",,,,,,,
Blood and Honour Social Club,,,,,,,
American Freedom Law Center,,,,,,,
Colorado Alliance for Immigration Reform,,,,,,,
